DopingConcentration(C1(n1314_msh)) X,DopingConcentration(C1(n1314_msh)) Y,DopingConcentration(C1(n1349_msh)) X,DopingConcentration(C1(n1349_msh)) Y,DopingConcentration(C1(n1384_msh)) X,DopingConcentration(C1(n1384_msh)) Y,DopingConcentration(C2(n1207_msh_4)) X,DopingConcentration(C2(n1207_msh_4)) Y,DopingConcentration(C2(n1242_msh_4)) X,DopingConcentration(C2(n1242_msh_4)) Y,DopingConcentration(C2(n1277_msh_4)) X,DopingConcentration(C2(n1277_msh_4)) Y,GR = 0.03 ; AB = 0.32 X,GR = 0.03 ; AB = 0.32 Y,GR = 0.03 ; AB = 0.62 X,GR = 0.03 ; AB = 0.62 Y,GR = 0.07 ; AB = 0.32 X,GR = 0.07 ; AB = 0.32 Y,GR = 0.07 ; AB = 0.62 X,GR = 0.07 ; AB = 0.62 Y,GR = 0.1 ; AB = 0.32 X,GR = 0.1 ; AB = 0.32 Y,GR = 0.1 ; AB = 0.62 X,GR = 0.1 ; AB = 0.62 Y
-0.95069414,2.1491124e+16,-0.95069414,2.1491124e+16,-0.95069414,2.1491124e+16,-0.95244628,1e+16,-0.95244628,1e+16,-0.95244628,1e+16,-,-,-0.94851303,2.1745379e+16,-,-,-0.94851303,2.1745379e+16,-,-,-0.94851303,2.1745379e+16
-0.93901432,2.2852657e+16,-0.93901432,2.2852657e+16,-0.93901432,2.2852657e+16,-0.93901432,1e+16,-0.93901432,1e+16,-0.93901432,1e+16,-,-,-0.93901432,2.2852657e+16,-,-,-0.93901432,2.2852657e+16,-,-,-0.93901432,2.2852657e+16
-0.88071764,3.3420583e+16,-0.88071764,3.3420583e+16,-0.88071764,3.3420583e+16,-0.88246977,1e+16,-0.88246977,1e+16,-0.88246977,1e+16,-,-,-0.87853652,3.3815971e+16,-,-,-0.87853652,3.3815971e+16,-,-,-0.87853652,3.3815971e+16
-0.86903781,3.5537885e+16,-0.86903781,3.5537885e+16,-0.86903781,3.5537885e+16,-0.86903781,1e+16,-0.86903781,1e+16,-0.86903781,1e+16,-,-,-0.86903781,3.5537885e+16,-,-,-0.86903781,3.5537885e+16,-,-,-0.86903781,3.5537885e+16
-0.81074107,5.1971937e+16,-0.81074107,5.1971937e+16,-0.81074107,5.1971937e+16,-0.81249321,1e+16,-0.81249321,1e+16,-0.81249321,1e+16,-,-,-0.80855995,5.25868e+16,-,-,-0.80855995,5.25868e+16,-,-,-0.80855995,5.25868e+16
-0.79906124,5.5264528e+16,-0.79906124,5.5264528e+16,-0.79906124,5.5264528e+16,-0.79906124,1e+16,-0.79906124,1e+16,-0.79906124,1e+16,-,-,-0.79906124,5.5264528e+16,-,-,-0.79906124,5.5264528e+16,-,-,-0.79906124,5.5264528e+16
-0.74076456,8.0820919e+16,-0.74076456,8.0820919e+16,-0.74076456,8.0820919e+16,-0.7425167,1.5244556e+16,-0.7425167,1.5244556e+16,-0.7425167,1.5244556e+16,-,-,-0.73858345,8.1777086e+16,-,-,-0.73858345,8.1777086e+16,-,-,-0.73858345,8.1777086e+16
-0.72908473,8.5941187e+16,-0.72908473,8.5941187e+16,-0.72908473,8.5941187e+16,-0.72908473,1.6490383e+16,-0.72908473,1.6490383e+16,-0.72908473,1.6490383e+16,-,-,-0.72908473,8.5941187e+16,-,-,-0.72908473,8.5941187e+16,-,-,-0.72908473,8.5941187e+16
-0.69993639,1.0362782e+17,-0.69993639,1.0362782e+17,-0.69993639,1.0362782e+17,-0.70081246,2.3603008e+16,-0.70081246,2.3603008e+16,-0.70081246,2.3603008e+16,-,-,-0.6988458,1.0428955e+17,-,-,-0.6988458,1.0428955e+17,-,-,-0.6988458,1.0428955e+17
-0.69409645,1.0717137e+17,-0.69409645,1.0717137e+17,-0.69409645,1.0717137e+17,-0.69409645,2.5292589e+16,-0.69409645,2.5292589e+16,-0.69409645,2.5292589e+16,-,-,-0.69409645,1.0717137e+17,-,-,-0.69409645,1.0717137e+17,-,-,-0.69409645,1.0717137e+17
-0.66494811,1.2922717e+17,-0.66494811,1.2922717e+17,-0.66494811,1.2922717e+17,-0.66582417,3.6201778e+16,-0.66582417,3.6201778e+16,-0.66582417,3.6201778e+16,-,-,-0.66385752,1.3005236e+17,-,-,-0.66385752,1.3005236e+17,-,-,-0.66385752,1.3005236e+17
-0.65910816,1.3364608e+17,-0.65910816,1.3364608e+17,-0.65910816,1.3364608e+17,-0.65910816,3.8793219e+16,-0.65910816,3.8793219e+16,-0.65910816,3.8793219e+16,-,-,-0.65910816,1.3364608e+17,-,-,-0.65910816,1.3364608e+17,-,-,-0.65910816,1.3364608e+17
-0.62995988,1.6115035e+17,-0.62995988,1.6115035e+17,-0.62995988,1.6115035e+17,-0.63083589,5.5525495e+16,-0.63083589,5.5525495e+16,-0.63083589,5.5525495e+16,-,-,-0.6288693,1.621794e+17,-,-,-0.6288693,1.621794e+17,-,-,-0.6288693,1.621794e+17
-0.62411994,1.6666088e+17,-0.62411994,1.6666088e+17,-0.62411994,1.6666088e+17,-0.62411994,5.9500192e+16,-0.62411994,5.9500192e+16,-0.62411994,5.9500192e+16,-,-,-0.62411994,1.6666088e+17,-,-,-0.62411994,1.6666088e+17,-,-,-0.62411994,1.6666088e+17
-0.60954577,1.8286469e+17,-0.60954577,1.8286469e+17,-0.60954577,1.8286469e+17,-0.6099838,7.0965048e+16,-0.6099838,7.0965048e+16,-0.6099838,7.0965048e+16,-,-,-0.6090005,1.8347094e+17,-,-,-0.6090005,1.8347094e+17,-,-,-0.6090005,1.8347094e+17
-0.6066258,1.8611115e+17,-0.6066258,1.8611115e+17,-0.6066258,1.8611115e+17,-0.6066258,7.3688487e+16,-0.6066258,7.3688487e+16,-0.6066258,7.3688487e+16,-,-,-0.6066258,1.8611115e+17,-,-,-0.6066258,1.8611115e+17,-,-,-0.6066258,1.8611115e+17
-0.59205163,2.0420604e+17,-0.59205163,2.0420604e+17,-0.59205163,2.0420604e+17,-0.59248966,8.7887229e+16,-0.59248966,8.7887229e+16,-0.59248966,8.7887229e+16,-,-,-0.59150636,2.0488304e+17,-,-,-0.59150636,2.0488304e+17,-,-,-0.59150636,2.0488304e+17
-0.58913165,2.0783138e+17,-0.58913165,2.0783138e+17,-0.58913165,2.0783138e+17,-0.58913165,9.1260093e+16,-0.58913165,9.1260093e+16,-0.58913165,9.1260093e+16,-,-,-0.58913165,2.0783138e+17,-,-,-0.58913165,2.0783138e+17,-,-,-0.58913165,2.0783138e+17
-0.57455748,2.2803804e+17,-0.57455748,2.2803804e+17,-0.57455748,2.2803804e+17,-0.57499552,1.0884464e+17,-0.57499552,1.0884464e+17,-0.57499552,1.0884464e+17,-,-,-0.57401222,2.2879405e+17,-,-,-0.57401222,2.2879405e+17,-,-,-0.57401222,2.2879405e+17
-0.57163751,2.3208648e+17,-0.57163751,2.3208648e+17,-0.57163751,2.3208648e+17,-0.57163751,1.1302179e+17,-0.57163751,1.1302179e+17,-0.57163751,1.1302179e+17,-,-,-0.57163751,2.3208648e+17,-,-,-0.57163751,2.3208648e+17,-,-,-0.57163751,2.3208648e+17
-0.55706334,2.5465137e+17,-0.55706334,2.5465137e+17,-0.55706334,2.5465137e+17,-0.55750138,1.3479951e+17,-0.55750138,1.3479951e+17,-0.55750138,1.3479951e+17,-,-,-0.55651808,2.5549561e+17,-,-,-0.55651808,2.5549561e+17,-,-,-0.55651808,2.5549561e+17
-0.55414337,2.5917229e+17,-0.55414337,2.5917229e+17,-0.55414337,2.5917229e+17,-0.55414337,1.3997274e+17,-0.55414337,1.3997274e+17,-0.55414337,1.3997274e+17,-,-,-0.55414337,2.5917229e+17,-,-,-0.55414337,2.5917229e+17,-,-,-0.55414337,2.5917229e+17
-0.53956926,2.8437063e+17,-0.53956926,2.8437063e+17,-0.53956926,2.8437063e+17,-0.54000729,1.6694353e+17,-0.54000729,1.6694353e+17,-0.54000729,1.6694353e+17,-,-,-0.53902394,2.853134e+17,-,-,-0.53902394,2.853134e+17,-,-,-0.53902394,2.853134e+17
-0.53664929,2.8941916e+17,-0.53664929,2.8941916e+17,-0.53664929,2.8941916e+17,-0.53664929,1.7335035e+17,-0.53664929,1.7335035e+17,-0.53664929,1.7335035e+17,-,-,-0.53664929,2.8941916e+17,-,-,-0.53664929,2.8941916e+17,-,-,-0.53664929,2.8941916e+17
-0.52207512,3.1755829e+17,-0.52207512,3.1755829e+17,-0.52207512,3.1755829e+17,-0.52251315,2.0675254e+17,-0.52251315,2.0675254e+17,-0.52251315,2.0675254e+17,-,-,-0.52152985,3.1861109e+17,-,-,-0.52152985,3.1861109e+17,-,-,-0.52152985,3.1861109e+17
-0.51915514,3.2319602e+17,-0.51915514,3.2319602e+17,-0.51915514,3.2319602e+17,-0.51915514,2.1468712e+17,-0.51915514,2.1468712e+17,-0.51915514,2.1468712e+17,-,-,-0.51915514,3.2319602e+17,-,-,-0.51915514,3.2319602e+17,-,-,-0.51915514,3.2319602e+17
-0.50319552,3.5779073e+17,-0.50319552,3.5779073e+17,-0.50319552,3.5779073e+17,-0.50367522,2.6046688e+17,-0.50367522,2.6046688e+17,-0.50367522,2.6046688e+17,-,-,-0.5025984,3.5908506e+17,-,-,-0.5025984,3.5908506e+17,-,-,-0.5025984,3.5908506e+17
-0.499998,3.6472184e+17,-0.499998,3.6472184e+17,-0.499998,3.6472184e+17,-0.499998,2.7134171e+17,-0.499998,2.7134171e+17,-0.499998,2.7134171e+17,-,-,-0.499998,3.6472184e+17,-,-,-0.499998,3.6472184e+17,-,-,-0.499998,3.6472184e+17
-0.499998,3.6472184e+17,-0.499998,3.6472184e+17,-0.499998,3.6472184e+17,-0.499998,2.7134171e+17,-0.499998,2.7134171e+17,-0.499998,2.7134171e+17,-,-,-0.499998,3.6472184e+17,-,-,-0.499998,3.6472184e+17,-,-,-0.499998,3.6472184e+17
-0.48680925,3.9664064e+17,-0.48680925,3.9664064e+17,-0.48680925,3.9664064e+17,-0.48720565,3.1816072e+17,-0.48720565,3.1816072e+17,-0.48720565,3.1816072e+17,-,-,-0.48631582,3.9783485e+17,-,-,-0.48631582,3.9783485e+17,-,-,-0.48631582,3.9783485e+17
-0.48416686,4.0303563e+17,-0.48416686,4.0303563e+17,-0.48416686,4.0303563e+17,-0.48416686,3.2928241e+17,-0.48416686,3.2928241e+17,-0.48416686,3.2928241e+17,-,-,-0.48416686,4.0303563e+17,-,-,-0.48416686,4.0303563e+17,-,-,-0.48416686,4.0303563e+17
-0.46959269,4.4222126e+17,-0.46959269,4.4222126e+17,-0.46959269,4.4222126e+17,-0.47003073,3.9273054e+17,-0.47003073,3.9273054e+17,-0.47003073,3.9273054e+17,-,-,-0.4690474,4.4368735e+17,-,-,-0.4690474,4.4368735e+17,-,-,-0.4690474,4.4368735e+17
-0.46667272,4.5007217e+17,-0.46667272,4.5007217e+17,-0.46667272,4.5007217e+17,-0.46667272,4.0780243e+17,-0.46667272,4.0780243e+17,-0.46667272,4.0780243e+17,-,-,-0.46667272,4.5007217e+17,-,-,-0.46667272,4.5007217e+17,-,-,-0.46667272,4.5007217e+17
-0.45209858,4.916665e+17,-0.45209858,4.916665e+17,-0.45209858,4.916665e+17,-0.45253658,4.8230271e+17,-0.45253658,4.8230271e+17,-0.45253658,4.8230271e+17,-,-,-0.45155329,4.9322271e+17,-,-,-0.45155329,4.9322271e+17,-,-,-0.45155329,4.9322271e+17
-0.44917861,5e+17,-0.44917861,5e+17,-0.44917861,5e+17,-0.44917861,5e+17,-0.44917861,5e+17,-0.44917861,5e+17,-,-,-0.44917861,5e+17,-,-,-0.44917861,5e+17,-,-,-0.44917861,5e+17
-0.43460444,5e+17,-0.43460444,5e+17,-0.43460444,5e+17,-0.43504247,5e+17,-0.43504247,5e+17,-0.43504247,5e+17,-,-,-0.43405914,5e+17,-,-,-0.43405914,5e+17,-,-,-0.43405914,5e+17
-0.43168446,5e+17,-0.43168446,5e+17,-0.43168446,5e+17,-0.43168446,5e+17,-0.43168446,5e+17,-0.43168446,5e+17,-,-,-0.43168446,5e+17,-,-,-0.43168446,5e+17,-,-,-0.43168446,5e+17
-0.41711029,5e+17,-0.41711029,5e+17,-0.41711029,5e+17,-0.41754833,5e+17,-0.41754833,5e+17,-0.41754833,5e+17,-,-,-0.416565,5e+17,-,-,-0.416565,5e+17,-,-,-0.416565,5e+17
-0.41419032,5e+17,-0.41419032,5e+17,-0.41419032,5e+17,-0.41419032,5e+17,-0.41419032,5e+17,-0.41419032,5e+17,-,-,-0.41419032,5e+17,-,-,-0.41419032,5e+17,-,-,-0.41419032,5e+17
-0.39961618,5e+17,-0.39961618,5e+17,-0.39961618,5e+17,-0.40005419,5e+17,-0.40005419,5e+17,-0.40005419,5e+17,-,-,-0.39907089,5e+17,-,-,-0.39907089,5e+17,-,-,-0.39907089,5e+17
-0.39669621,5e+17,-0.39669621,5e+17,-0.39669621,5e+17,-0.39669621,5e+17,-0.39669621,5e+17,-0.39669621,5e+17,-,-,-0.39669621,5e+17,-,-,-0.39669621,5e+17,-,-,-0.39669621,5e+17
-0.38212204,5e+17,-0.38212204,5e+17,-0.38212204,5e+17,-0.38256007,5e+17,-0.38256007,5e+17,-0.38256007,5e+17,-,-,-0.38157675,5e+17,-,-,-0.38157675,5e+17,-,-,-0.38157675,5e+17
-0.37920207,5e+17,-0.37920207,5e+17,-0.37920207,5e+17,-0.37920207,5e+17,-0.37920207,5e+17,-0.37920207,5e+17,-,-,-0.37920207,5e+17,-,-,-0.37920207,5e+17,-,-,-0.37920207,5e+17
-0.3500537,5e+17,-0.3500537,5e+17,-0.3500537,5e+17,-0.35092977,5e+17,-0.35092977,5e+17,-0.35092977,5e+17,-,-,-0.34896314,5e+17,-,-,-0.34896314,5e+17,-,-,-0.34896314,5e+17
-0.34421378,5e+17,-0.34421378,5e+17,-0.34421378,5e+17,-0.34421378,5e+17,-0.34421378,5e+17,-0.34421378,5e+17,-,-,-0.34421378,5e+17,-,-,-0.34421378,5e+17,-,-,-0.34421378,5e+17
-0.31506544,5e+17,-0.31506544,5e+17,-0.31506544,5e+17,-0.31594151,5e+17,-0.31594151,5e+17,-0.31594151,5e+17,-,-,-0.31397489,5e+17,-,-,-0.31397489,5e+17,-,-,-0.31397489,5e+17
-0.30922553,5e+17,-0.30922553,5e+17,-0.30922553,5e+17,-0.30922553,5e+17,-0.30922553,5e+17,-0.30922553,5e+17,-,-,-0.30922553,5e+17,-,-,-0.30922553,5e+17,-,-,-0.30922553,5e+17
-0.28007719,5e+17,-0.28007719,5e+17,-0.28007719,5e+17,-0.28095326,5e+17,-0.28095326,5e+17,-0.28095326,5e+17,-,-,-0.27898663,5e+17,-,-,-0.27898663,5e+17,-,-,-0.27898663,5e+17
-0.27423728,5e+17,-0.27423728,5e+17,-0.27423728,5e+17,-0.27423728,5e+17,-0.27423728,5e+17,-0.27423728,5e+17,-,-,-0.27423728,5e+17,-,-,-0.27423728,5e+17,-,-,-0.27423728,5e+17
-0.24508893,5e+17,-0.24508893,5e+17,-0.24508893,5e+17,-0.24596499,5e+17,-0.24596499,5e+17,-0.24596499,5e+17,-,-,-0.24399838,5e+17,-,-,-0.24399838,5e+17,-,-,-0.24399838,5e+17
-0.23924901,5e+17,-0.23924901,5e+17,-0.23924901,5e+17,-0.23924901,5e+17,-0.23924901,5e+17,-0.23924901,5e+17,-,-,-0.23924901,5e+17,-,-,-0.23924901,5e+17,-,-,-0.23924901,5e+17
-0.18095231,5e+17,-0.18095231,5e+17,-0.18095231,5e+17,-0.18270443,5e+17,-0.18270443,5e+17,-0.18270443,5e+17,-,-,-0.1787712,5e+17,-,-,-0.1787712,5e+17,-,-,-0.1787712,5e+17
-0.16927247,5e+17,-0.16927247,5e+17,-0.16927247,5e+17,-0.16927247,5e+17,-0.16927247,5e+17,-0.16927247,5e+17,-,-,-0.16927247,5e+17,-,-,-0.16927247,5e+17,-,-,-0.16927247,5e+17
-0.11097578,5.000001e+17,-0.11097578,5.000001e+17,-0.11097578,5.000001e+17,-0.11272791,5.0000009e+17,-0.11272791,5.0000009e+17,-0.11272791,5.0000009e+17,-,-,-0.10879467,5.000001e+17,-,-,-0.10879467,5.000001e+17,-,-,-0.10879467,5.000001e+17
-0.099295937,5.0000012e+17,-0.099295937,5.0000012e+17,-0.099295937,5.0000012e+17,-0.099295937,5.0000012e+17,-0.099295937,5.0000012e+17,-0.099295937,5.0000012e+17,-,-,-0.099295937,5.0000012e+17,-,-,-0.099295937,5.0000012e+17,-,-,-0.099295937,5.0000012e+17
-0.040999252,5.0483338e+17,-0.040999252,5.0483338e+17,-0.040999252,5.0483338e+17,-0.042751379,5.0468812e+17,-0.042751379,5.0468812e+17,-0.042751379,5.0468812e+17,-,-,-0.03881814,5.0501421e+17,-,-,-0.03881814,5.0501421e+17,-,-,-0.03881814,5.0501421e+17
-0.029319406,5.0580173e+17,-0.029319406,5.0580173e+17,-0.029319406,5.0580173e+17,-0.029319406,5.0580173e+17,-0.029319406,5.0580173e+17,-0.029319406,5.0580173e+17,-,-,-0.029319406,5.0580173e+17,-,-,-0.029319406,5.0580173e+17,-,-,-0.029319406,5.0580173e+17
0.02897728,6.3981656e+17,0.02897728,6.3981656e+17,0.02897728,6.3981656e+17,0.027225154,6.357887e+17,0.027225154,6.357887e+17,0.027225154,6.357887e+17,-,-,0.031158393,6.4483059e+17,-,-,0.031158393,6.4483059e+17,-,-,0.031158393,6.4483059e+17
0.040657125,6.6666667e+17,0.040657125,6.6666667e+17,0.040657125,6.6666667e+17,0.040657125,6.6666667e+17,0.040657125,6.6666667e+17,0.040657125,6.6666667e+17,-,-,0.040657125,6.6666667e+17,-,-,0.040657125,6.6666667e+17,-,-,0.040657125,6.6666667e+17
0.098953813,6.6666667e+17,0.098953813,6.6666667e+17,0.098953813,6.6666667e+17,0.097201683,6.6666667e+17,0.097201683,6.6666667e+17,0.097201683,6.6666667e+17,-,-,0.10113493,6.6666667e+17,-,-,0.10113493,6.6666667e+17,-,-,0.10113493,6.6666667e+17
0.11063366,6.6666667e+17,0.11063366,6.6666667e+17,0.11063366,6.6666667e+17,0.11063366,6.6666667e+17,0.11063366,6.6666667e+17,0.11063366,6.6666667e+17,-,-,0.11063366,6.6666667e+17,-,-,0.11063366,6.6666667e+17,-,-,0.11063366,6.6666667e+17
0.16893035,6.6666667e+17,0.16893035,6.6666667e+17,0.16893035,6.6666667e+17,0.16717823,6.6666667e+17,0.16717823,6.6666667e+17,0.16717823,6.6666667e+17,-,-,0.17111146,6.6666667e+17,-,-,0.17111146,6.6666667e+17,-,-,0.17111146,6.6666667e+17
0.18061019,6.6666667e+17,0.18061019,6.6666667e+17,0.18061019,6.6666667e+17,0.18061019,6.6666667e+17,0.18061019,6.6666667e+17,0.18061019,6.6666667e+17,-,-,0.18061019,6.6666667e+17,-,-,0.18061019,6.6666667e+17,-,-,0.18061019,6.6666667e+17
0.29720357,6.6666667e+17,0.29720357,6.6666667e+17,0.29720357,6.6666667e+17,0.29369932,6.6666667e+17,0.29369932,6.6666667e+17,0.29369932,6.6666667e+17,-,-,0.3015658,6.6666667e+17,-,-,0.3015658,6.6666667e+17,-,-,0.3015658,6.6666667e+17
0.32056326,6.6666667e+17,0.32056326,6.6666667e+17,0.32056326,6.6666667e+17,0.32056326,6.6666667e+17,0.32056326,6.6666667e+17,0.32056326,6.6666667e+17,-,-,0.32056326,6.6666667e+17,-,-,0.32056326,6.6666667e+17,-,-,0.32056326,6.6666667e+17
0.43715662,6.6666667e+17,0.43715662,6.6666667e+17,0.43715662,6.6666667e+17,0.43365237,6.6666667e+17,0.43365237,6.6666667e+17,0.43365237,6.6666667e+17,-,-,0.44151884,6.6666667e+17,-,-,0.44151884,6.6666667e+17,-,-,0.44151884,6.6666667e+17
0.4605163,6.6666667e+17,0.4605163,6.6666667e+17,0.4605163,6.6666667e+17,0.4605163,6.6666667e+17,0.4605163,6.6666667e+17,0.4605163,6.6666667e+17,-,-,0.4605163,6.6666667e+17,-,-,0.4605163,6.6666667e+17,-,-,0.4605163,6.6666667e+17
0.57710963,6.6666667e+17,0.57710963,6.6666667e+17,0.57710963,6.6666667e+17,0.57360542,6.6666667e+17,0.57360542,6.6666667e+17,0.57360542,6.6666667e+17,-,-,0.58147186,6.6666667e+17,-,-,0.58147186,6.6666667e+17,-,-,0.58147186,6.6666667e+17
0.60046935,6.6666667e+17,0.60046935,6.6666667e+17,0.60046935,6.6666667e+17,0.60046935,6.6666667e+17,0.60046935,6.6666667e+17,0.60046935,6.6666667e+17,-,-,0.60046935,6.6666667e+17,-,-,0.60046935,6.6666667e+17,-,-,0.60046935,6.6666667e+17
0.71706271,6.6666667e+17,0.71706271,6.6666667e+17,0.71706271,6.6666667e+17,0.7135585,6.6666667e+17,0.7135585,6.6666667e+17,0.7135585,6.6666667e+17,-,-,0.72142494,6.6666667e+17,-,-,0.72142494,6.6666667e+17,-,-,0.72142494,6.6666667e+17
0.74042243,6.6666667e+17,0.74042243,6.6666667e+17,0.74042243,6.6666667e+17,0.74042243,6.6666667e+17,0.74042243,6.6666667e+17,0.74042243,6.6666667e+17,-,-,0.74042243,6.6666667e+17,-,-,0.74042243,6.6666667e+17,-,-,0.74042243,6.6666667e+17
0.85701579,6.6666667e+17,0.85701579,6.6666667e+17,0.85701579,6.6666667e+17,0.85351157,6.6666667e+17,0.85351157,6.6666667e+17,0.85351157,6.6666667e+17,-,-,0.86137801,6.6666667e+17,-,-,0.86137801,6.6666667e+17,-,-,0.86137801,6.6666667e+17
0.8803755,6.6666667e+17,0.8803755,6.6666667e+17,0.8803755,6.6666667e+17,0.8803755,6.6666667e+17,0.8803755,6.6666667e+17,0.8803755,6.6666667e+17,-,-,0.8803755,6.6666667e+17,-,-,0.8803755,6.6666667e+17,-,-,0.8803755,6.6666667e+17
0.99696887,6.6666667e+17,0.99696887,6.6666667e+17,0.99696887,6.6666667e+17,0.99346459,6.6666667e+17,0.99346459,6.6666667e+17,0.99346459,6.6666667e+17,-,-,1.0013311,6.6666667e+17,-,-,1.0013311,6.6666667e+17,-,-,1.0013311,6.6666667e+17
1.0203285,6.6666667e+17,1.0203285,6.6666667e+17,1.0203285,6.6666667e+17,1.0203285,6.6666667e+17,1.0203285,6.6666667e+17,1.0203285,6.6666667e+17,-,-,1.0203285,6.6666667e+17,-,-,1.0203285,6.6666667e+17,-,-,1.0203285,6.6666667e+17
1.136922,6.6666667e+17,1.136922,6.6666667e+17,1.136922,6.6666667e+17,1.1334177,6.6666667e+17,1.1334177,6.6666667e+17,1.1334177,6.6666667e+17,-,-,1.1412842,6.6666667e+17,-,-,1.1412842,6.6666667e+17,-,-,1.1412842,6.6666667e+17
1.1602817,6.6666667e+17,1.1602817,6.6666667e+17,1.1602817,6.6666667e+17,1.1602817,6.6666667e+17,1.1602817,6.6666667e+17,1.1602817,6.6666667e+17,-,-,1.1602817,6.6666667e+17,-,-,1.1602817,6.6666667e+17,-,-,1.1602817,6.6666667e+17
1.276875,6.6666667e+17,1.276875,6.6666667e+17,1.276875,6.6666667e+17,1.2733707,6.6666667e+17,1.2733707,6.6666667e+17,1.2733707,6.6666667e+17,-,-,1.2812372,6.6666667e+17,-,-,1.2812372,6.6666667e+17,-,-,1.2812372,6.6666667e+17
1.3002347,6.6666667e+17,1.3002347,6.6666667e+17,1.3002347,6.6666667e+17,1.3002347,6.6666667e+17,1.3002347,6.6666667e+17,1.3002347,6.6666667e+17,-,-,1.3002347,6.6666667e+17,-,-,1.3002347,6.6666667e+17,-,-,1.3002347,6.6666667e+17
1.416828,6.6666667e+17,1.416828,6.6666667e+17,1.416828,6.6666667e+17,1.4133238,6.6666667e+17,1.4133238,6.6666667e+17,1.4133238,6.6666667e+17,-,-,1.4211903,6.6666667e+17,-,-,1.4211903,6.6666667e+17,-,-,1.4211903,6.6666667e+17
1.4401877,6.6666667e+17,1.4401877,6.6666667e+17,1.4401877,6.6666667e+17,1.4401877,6.6666667e+17,1.4401877,6.6666667e+17,1.4401877,6.6666667e+17,-,-,1.4401877,6.6666667e+17,-,-,1.4401877,6.6666667e+17,-,-,1.4401877,6.6666667e+17
1.5567812,6.6666667e+17,1.5567812,6.6666667e+17,1.5567812,6.6666667e+17,1.5532769,6.6666667e+17,1.5532769,6.6666667e+17,1.5532769,6.6666667e+17,-,-,1.5611434,6.6666667e+17,-,-,1.5611434,6.6666667e+17,-,-,1.5611434,6.6666667e+17
1.5801408,6.6666667e+17,1.5801408,6.6666667e+17,1.5801408,6.6666667e+17,1.5801408,6.6666667e+17,1.5801408,6.6666667e+17,1.5801408,6.6666667e+17,-,-,1.5801408,6.6666667e+17,-,-,1.5801408,6.6666667e+17,-,-,1.5801408,6.6666667e+17
1.6967342,6.6666667e+17,1.6967342,6.6666667e+17,1.6967342,6.6666667e+17,1.6932299,6.6666667e+17,1.6932299,6.6666667e+17,1.6932299,6.6666667e+17,-,-,1.7010964,6.6666667e+17,-,-,1.7010964,6.6666667e+17,-,-,1.7010964,6.6666667e+17
1.7200938,6.6666667e+17,1.7200938,6.6666667e+17,1.7200938,6.6666667e+17,1.7200938,6.6666667e+17,1.7200938,6.6666667e+17,1.7200938,6.6666667e+17,-,-,1.7200938,6.6666667e+17,-,-,1.7200938,6.6666667e+17,-,-,1.7200938,6.6666667e+17
1.8366873,6.6666667e+17,1.8366873,6.6666667e+17,1.8366873,6.6666667e+17,1.8331831,6.6666667e+17,1.8331831,6.6666667e+17,1.8331831,6.6666667e+17,-,-,1.8410496,6.6666667e+17,-,-,1.8410496,6.6666667e+17,-,-,1.8410496,6.6666667e+17
1.860047,6.6666667e+17,1.860047,6.6666667e+17,1.860047,6.6666667e+17,1.860047,6.6666667e+17,1.860047,6.6666667e+17,1.860047,6.6666667e+17,-,-,1.860047,6.6666667e+17,-,-,1.860047,6.6666667e+17,-,-,1.860047,6.6666667e+17
1.9766403,6.6666667e+17,1.9766403,6.6666667e+17,1.9766403,6.6666667e+17,1.9731361,6.6666667e+17,1.9731361,6.6666667e+17,1.9731361,6.6666667e+17,-,-,1.9810026,6.6666667e+17,-,-,1.9810026,6.6666667e+17,-,-,1.9810026,6.6666667e+17
2,6.6666667e+17,2,6.6666667e+17,2,6.6666667e+17,2,6.6666667e+17,2,6.6666667e+17,2,6.6666667e+17,-,-,2,6.6666667e+17,-,-,2,6.6666667e+17,-,-,2,6.6666667e+17

